Leetcode_completed,Project_1_score,Project_2_score,Project_3_score,Total_full_stack_projects,Years_of_experience,No_of_certifications,CGPA,Non_IT_student,Communication_Level,Salary
137,3.6,5.65,3.97,9,1.5,1,8.2,1,exceptional,1054642
146,3.07,1.8,2.69,9,1.0,2,7.67,0,beginner,895668
56,1.95,1.0,3.48,9,1.0,2,9.08,0,fluent,832370
246,6.78,0.55,7.13,3,1.0,5,8.14,0,beginner,1014133
143,3.23,6.67,5.55,10,0.5,4,5.0,1,exceptional,995586
63,9.88,8.08,9.04,5,1.5,3,8.82,0,expert,1173245
292,3.26,5.09,6.02,8,1.5,2,8.73,1,beginner,1178323
257,3.94,0.55,4.93,2,2.0,3,7.55,1,expert,887395
42,6.03,5.35,7.86,8,2.0,4,9.51,1,exceptional,1159561
173,8.02,9.36,9.48,3,2.0,3,9.54,1,expert,1240522
173,4.7,5.98,3.56,4,1.5,5,7.62,1,beginner,952883
150,4.23,8.09,2.5,6,0.5,5,8.04,1,exceptional,1012969
326,9.96,8.0,6.16,5,1.0,0,9.98,0,fluent,1343591
262,0.1,9.32,4.99,9,1.5,5,6.49,1,beginner,1122908
159,8.95,7.7,9.89,7,0.5,2,6.62,0,beginner,1151833
175,1.49,7.48,4.62,7,0.5,4,5.91,1,fluent,956197
260,7.86,2.34,0.74,7,1.5,5,9.48,0,exceptional,1186469
248,6.18,0.6,9.77,2,1.0,1,8.72,1,fluent,981239
227,3.42,5.18,8.44,9,0.5,4,5.53,1,beginner,1090348
280,8.74,1.24,1.78,5,1.5,2,9.91,0,exceptional,1167904
110,0.13,9.62,9.05,6,1.0,4,8.65,1,expert,1079557
174,2.27,2.9,3.41,8,2.0,5,9.25,1,beginner,1016783
259,5.67,8.53,3.77,9,0.5,1,5.24,0,expert,1099431
46,3.52,3.88,9.06,9,0.5,0,7.52,0,fluent,945206
309,6.1,3.23,5.3,3,1.5,2,8.49,1,exceptional,1044099
293,0.24,9.35,1.38,4,1.5,2,7.71,0,fluent,1008335
282,1.16,3.63,3.69,7,1.0,4,8.33,0,expert,1051358
53,1.27,3.9,7.22,0,2.0,3,9.09,1,beginner,771287
237,1.89,1.06,1.74,5,2.0,3,6.87,0,exceptional,868724
307,4.59,6.7,5.9,3,1.5,1,9.24,1,fluent,1500000
74,7.52,2.89,6.95,4,1.5,0,5.81,0,expert,818197
119,9.06,5.86,3.44,10,1.0,0,6.35,1,expert,1046234
112,8.35,5.91,6.94,4,1.5,4,5.22,1,beginner,935568
68,1.97,7.19,8.84,1,1.0,4,6.82,1,expert,776034
302,4.41,7.45,4.72,7,1.0,3,6.9,0,exceptional,1164451
195,1.99,5.14,3.83,1,2.0,5,9.03,1,expert,927067
213,2.64,3.31,2.51,3,1.0,0,8.27,0,beginner,820722
208,5.04,8.37,6.04,4,2.0,5,7.18,1,fluent,1117007
27,0.68,3.1,8.8,0,2.0,0,8.26,1,exceptional,664663
215,2.18,5.08,3.25,5,2.0,5,5.26,1,fluent,880375
142,9.35,4.01,3.96,1,1.5,5,5.9,0,fluent,867787
43,4.66,8.55,4.07,4,2.0,0,8.13,1,expert,873244
47,4.45,4.32,5.61,5,1.0,1,8.21,1,expert,844570
54,0.15,3.86,2.28,10,1.5,1,8.87,0,beginner,863308
319,2.47,6.9,8.22,7,1.0,4,7.01,1,expert,1233834
132,8.66,6.02,2.96,8,1.5,5,8.61,1,expert,1140281
305,1.65,1.07,7.05,5,1.0,5,8.42,0,fluent,1081715
152,4.15,5.08,5.13,4,0.5,5,9.82,0,exceptional,1034258
253,0.14,7.35,5.86,3,0.5,5,6.08,0,expert,901981
135,4.78,9.92,1.8,1,0.5,5,7.76,1,exceptional,847620
160,0.21,6.29,7.35,1,1.0,3,8.01,0,expert,1324697
210,8.2,3.7,1.89,6,1.5,2,9.99,1,expert,1090412
168,8.25,2.26,1.13,4,2.0,5,6.01,1,beginner,872077
96,7.88,8.73,5.47,6,2.0,3,7.62,0,expert,1122050
153,2.83,8.15,7.09,10,1.0,1,6.73,0,beginner,1078327
285,8.37,2.34,0.5,0,1.0,5,7.63,1,fluent,894170
27,5.43,2.01,0.69,0,1.0,1,6.16,0,exceptional,470304
128,3.74,7.15,8.03,4,1.0,4,5.24,0,expert,942582
248,6.25,3.15,8.09,1,2.0,2,7.86,1,beginner,979208
344,0.12,3.06,2.45,7,1.5,0,6.68,0,fluent,951414
34,1.43,1.52,6.15,2,2.0,2,5.91,0,expert,585512
326,7.42,2.64,4.43,0,1.0,5,6.62,0,beginner,962622
255,2.44,4.28,6.33,1,0.5,5,5.25,1,beginner,827198
243,5.98,7.33,8.63,9,2.0,2,9.75,0,fluent,1436173
90,3.85,3.36,0.8,9,0.5,2,7.91,0,expert,874715
136,8.55,3.29,7.78,6,0.5,4,9.07,1,expert,1087495
37,9.52,2.85,4.93,5,1.0,1,7.12,1,exceptional,843660
110,8.84,4.78,5.64,7,2.0,0,9.52,1,expert,1116890
258,2.71,1.81,6.54,6,1.5,2,7.42,1,beginner,960750
114,1.94,4.86,9.23,9,2.0,0,7.87,0,exceptional,1072980
338,4.74,7.04,0.57,7,1.5,2,7.46,1,exceptional,1162893
78,0.07,0.3,0.29,2,1.5,1,8.67,1,expert,535496
36,0.26,0.1,1.78,5,1.0,0,7.83,0,exceptional,530113
233,5.53,0.75,9.86,6,1.5,3,6.36,1,beginner,1006891
38,5.2,5.36,7.15,9,2.0,1,5.73,1,beginner,949287
145,9.95,8.54,6.15,10,2.0,0,8.03,0,fluent,1254031
44,2.02,0.05,0.47,0,0.5,2,7.45,1,beginner,400000
99,2.58,9.37,8.79,0,1.5,2,5.48,1,fluent,774132
267,1.14,1.06,8.13,6,1.0,1,6.98,0,exceptional,968039
247,9.18,8.42,6.65,10,1.0,1,7.57,0,fluent,1332012
94,7.78,4.83,3.39,2,2.0,2,9.13,0,expert,1500000
336,8.22,6.59,0.71,2,1.5,0,5.38,0,fluent,939680
235,9.03,5.11,5.8,4,1.0,3,6.74,0,expert,1049505
125,5.25,4.77,7.2,10,1.5,4,9.11,0,exceptional,1239450
210,4.51,8.35,0.94,5,1.5,1,8.24,0,fluent,963667
156,3.3,7.56,6.34,1,0.5,2,6.45,0,beginner,802199
135,5.89,4.83,2.86,2,1.0,0,9.23,0,expert,869369
156,4.54,1.12,7.64,5,0.5,1,7.47,0,exceptional,926614
44,4.52,1.15,5.4,2,1.0,0,7.49,0,beginner,611213
48,9.37,8.02,1.29,4,1.5,1,9.88,0,expert,969802
251,9.84,5.29,5.27,8,1.0,2,9.74,1,exceptional,1308161
178,7.96,4.82,3.96,2,2.0,0,6.79,0,exceptional,911509
317,7.57,6.81,1.8,10,1.5,2,5.7,0,beginner,1214073
254,6.81,8.59,8.42,5,1.0,0,6.63,0,exceptional,1162036
334,1.66,6.29,0.11,10,0.5,1,5.15,0,fluent,978166
226,0.59,7.63,3.12,4,0.5,4,5.1,0,exceptional,831169
62,6.91,7.65,0.13,4,1.5,4,6.98,1,expert,859620
284,7.29,3.56,0.96,10,0.5,3,9.71,1,expert,1186367
212,0.47,2.74,2.97,5,1.5,3,9.36,1,expert,922143
81,9.28,8.01,0.54,5,1.5,5,7.56,1,fluent,985613
44,0.91,3.77,5.97,0,1.5,2,7.83,0,beginner,605154
297,2.86,9.03,0.87,10,1.0,0,5.03,1,fluent,964185
143,6.72,0.7,7.02,8,1.5,3,6.08,1,fluent,998680
95,1.7,0.58,0.53,4,0.5,1,5.12,0,fluent,483736
28,0.55,9.27,0.59,0,2.0,4,8.77,1,exceptional,688916
245,3.31,6.48,3.05,7,1.0,0,5.73,1,beginner,936639
38,7.66,3.8,8.97,6,0.5,5,9.35,0,exceptional,1056788
27,4.14,7.55,6.41,6,1.5,4,8.22,0,fluent,956494
240,6.53,6.72,7.7,4,1.5,0,6.15,1,expert,1048696
253,5.8,5.31,1.42,0,2.0,3,5.79,0,fluent,832636
210,0.22,0.99,8.34,8,0.5,3,8.14,1,beginner,949471
79,9.89,8.12,0.08,10,1.0,2,9.5,0,expert,1131616
278,0.41,8.66,2.13,8,0.5,5,8.59,1,beginner,1083363
48,9.68,1.72,6.16,7,1.5,0,6.74,1,fluent,906992
186,5.5,8.51,3.75,4,1.0,5,7.94,1,beginner,1000878
182,9.63,8.78,9.84,2,1.5,1,6.55,0,exceptional,1100719
106,1.15,5.49,0.3,7,1.5,5,10.0,0,expert,962040
183,4.9,6.56,9.99,0,0.5,3,8.74,1,beginner,986142
212,1.7,3.82,6.24,2,2.0,2,8.07,0,expert,919935
84,0.51,2.82,5.59,10,1.5,3,7.12,0,expert,935909
329,6.18,7.22,0.6,6,0.5,4,8.09,1,fluent,1126918
343,2.08,8.62,2.73,3,1.0,3,6.71,0,fluent,1026039
235,5.88,6.54,9.25,6,2.0,0,5.14,0,expert,1141110
176,1.12,5.12,3.54,10,1.5,2,6.98,1,beginner,971298
133,3.32,1.59,6.62,4,1.5,0,9.65,1,expert,893325
100,7.82,0.53,9.99,5,1.0,1,8.13,0,fluent,956046
54,4.37,4.46,2.63,6,0.5,1,5.42,0,beginner,679824
338,6.28,0.49,5.76,9,1.5,3,9.42,0,expert,1297150
141,6.47,5.69,6.96,6,1.0,2,6.34,1,fluent,960782
216,8.44,3.83,1.65,6,1.5,5,6.22,0,expert,1025131
43,3.25,7.57,1.49,6,0.5,2,6.49,0,expert,797810
197,6.87,3.06,4.56,10,2.0,2,7.89,0,expert,1183433
252,9.62,5.93,3.86,6,0.5,2,7.72,0,beginner,1073684
207,7.3,5.38,7.14,2,0.5,3,7.46,0,fluent,968338
137,4.9,0.05,0.7,2,0.5,0,8.59,0,fluent,639539
207,6.31,0.72,9.72,6,1.0,3,6.58,1,exceptional,1029140
170,7.4,2.9,0.14,1,1.5,5,8.91,1,expert,863627
343,6.12,8.82,6.01,1,2.0,0,5.88,1,expert,1072976
140,0.17,1.47,5.63,2,1.0,5,8.91,0,exceptional,809912
137,1.95,7.11,1.35,3,0.5,4,8.32,0,expert,820372
275,8.1,9.73,1.51,5,2.0,4,8.42,1,beginner,1240244
275,2.73,7.91,7.93,7,0.5,0,7.41,1,exceptional,1095158
327,7.32,2.43,8.88,9,0.5,3,8.34,1,fluent,1287349
337,3.72,9.08,2.83,9,0.5,5,5.4,1,expert,1179353
142,5.22,0.93,4.38,6,2.0,5,9.26,1,fluent,1015895
325,0.68,4.68,3.55,3,1.5,1,5.28,0,expert,841646
185,1.81,8.88,0.73,1,0.5,5,5.74,0,exceptional,737775
222,9.57,6.41,6.73,1,1.5,3,7.88,0,fluent,1063963
284,8.9,4.14,8.25,3,2.0,1,8.7,0,expert,1225691
172,6.52,2.93,3.05,5,2.0,3,5.38,0,beginner,834632
264,4.6,3.75,9.9,2,0.5,2,9.6,1,exceptional,1051924
